Accuracy,AUC,Precision,Recall,F1 Score,MCC,Model
0.8262427227944469,0.907139122390701,0.8277886497064579,0.7996219281663516,0.8134615384615385,0.6512791005095026,Logistic Regression
0.781012091356919,0.7796798455536338,0.7770204479065238,0.7542533081285444,0.7654676258992805,0.560394750325855,Decision Tree
0.8172861621137483,0.8795692394320878,0.8198818897637795,0.7873345935727788,0.8032786885245902,0.6332931772901904,KNN
0.7201074787281684,0.8041632144149942,0.783748361730013,0.5652173913043478,0.656781987918726,0.4472156739535996,Naive Bayes
0.8593819973130318,0.9192100711901218,0.828042328042328,0.8875236294896031,0.8567518248175182,0.7206635634223787,Random Forest
0.864755933721451,0.9272477174918553,0.8381037567084079,0.8856332703213611,0.8612132352941176,0.7305864579566032,XGBoost
